ids,Datasets,attr_to_inst,cat_to_num,freq_class.mean,freq_class.sd,inst_to_attr,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,num_to_cat
950,arsenic-female-lung_950.csv,0.007155635062611807,0.3333333333333333,0.5,0.6590386994600916,139.75,4,0,1,2,559,3,3.0
947,arsenic-male-bladder_947.csv,0.007155635062611807,0.3333333333333333,0.5,0.6463892042689192,139.75,4,0,1,2,559,3,3.0
951,arsenic-male-lung_951.csv,0.007155635062611807,0.3333333333333333,0.5,0.6742180936894988,139.75,4,0,1,2,559,3,3.0
756,autoPrice_756.csv,0.09433962264150944,0.0,0.5,0.22680783547493033,10.6,15,0,0,2,159,15,
1547,autoUniv-au1-1000_1547.csv,0.02,0.0,0.5,0.34082546853191587,50.0,20,20,0,2,1000,20,
1555,autoUniv-au6-1000_1555.csv,0.04,0.08108108108108109,0.1250,0.048029752683697455,25.0,40,2,3,8,1000,37,12.333333333333334
1551,autoUniv-au6-400_1551.csv,0.1,0.08108108108108109,0.1250,0.08085480814398116,10.0,40,2,3,8,400,37,12.333333333333334
1549,autoUniv-au6-750_1549.csv,0.05333333333333334,0.08108108108108109,0.12499999999999999,0.053763739476897277,18.75,40,2,3,8,750,37,12.333333333333334
1552,autoUniv-au7-1100_1552.csv,0.01090909090909091,0.5,0.2,0.05379406707893132,91.66666666666667,12,2,4,5,1100,8,2.0
1554,autoUniv-au7-500_1554.csv,0.0240,0.5,0.2,0.11340194001867869,41.666666666666664,12,2,4,5,500,8,2.0
1553,autoUniv-au7-700_1553.csv,0.017142857142857144,0.5,0.3333333333333333,0.02408883784750807,58.333333333333336,12,2,4,3,700,8,2.0
463,backache_463.csv,0.17222222222222222,5.2,0.5,0.510688230856951,5.806451612903226,31,22,26,2,180,5,0.19230769230769232
1121,badges2_1121.csv,0.034013605442176874,0.42857142857142855,0.5,0.30304576336566325,29.4,10,3,3,2,294,7,2.3333333333333335
11,balance-scale_11.csv,0.0064,0.0,0.3333333333333333,0.2207787429381129,156.25,4,0,0,3,625,4,
481,biomed_481.csv,0.03827751196172249,0.14285714285714285,0.5,0.1996138760287383,26.1250,8,0,1,2,209,7,7.0
1463,blogger_1463.csv,0.05,,0.5,0.25455844122715715,20.0,5,2,5,2,100,0,0.0
1464,blood-transfusion-service-center_1464.csv,0.0053475935828877,0.0,0.5,0.3705693291779768,187.0,4,0,0,2,748,4,
778,bodyfat_778.csv,0.05555555555555555,0.0,0.5,0.01122391716169123,18.0,14,0,0,2,252,14,
853,boston_853.csv,0.025691699604743084,0.08333333333333333,0.5,0.12297509238026917,38.92307692307692,13,1,1,2,506,12,12.0
15,breast-w_15.csv,0.012875536480686695,0.0,0.5,0.21951669744990102,77.66666666666667,9,0,0,2,699,9,
844,breastTumor_844.csv,0.03146853146853147,0.0,0.5,0.11373046130972442,31.77777777777778,9,3,0,2,286,9,0.03146853146853147
327,bridges_327.csv,0.10476190476190476,0.0,0.16666666666666666,0.12530235541325166,9.545454545454545,11,0,0,6,105,11,0.10476190476190476
45717,bwin_amlb_45717.csv,0.024528301886792454,0.18181818181818182,0.5,0.2374811453796329,40.76923076923077,13,1,2,2,530,11,5.5
40663,calendarDOW_40663.csv,0.08020050125313283,1.6666666666666667,0.2,0.05297062296873018,12.46875,32,2,20,5,399,12,0.6
820,chatfield_4_820.csv,0.05106382978723404,0.0,0.5,0.14743928628996095,19.583333333333332,12,0,0,2,235,12,
798,cholesterol_798.csv,0.0429042904290429,0.0,0.5,0.06767688664821742,23.307692307692307,13,3,0,2,303,13,0.0429042904290429
909,chscase_census2_909.csv,0.0175,0.0,0.5,0.010606601717798184,57.142857142857146,7,0,0,2,400,7,
908,chscase_census3_908.csv,0.0175,0.0,0.5,0.028284271247461926,57.142857142857146,7,0,0,2,400,7,
907,chscase_census4_907.csv,0.0175,0.0,0.5,0.021213203435596444,57.142857142857146,7,0,0,2,400,7,
906,chscase_census5_906.csv,0.0175,0.0,0.5,0.024748737341529145,57.142857142857146,7,0,0,2,400,7,
900,chscase_census6_900.csv,0.0150,0.0,0.5,0.12374368670764585,66.66666666666667,6,0,0,2,400,6,
939,chscase_whale_939.csv,0.03508771929824561,0.0,0.5,0.01860807318911969,28.5,8,1,0,2,228,8,
786,cleveland_786.csv,0.0429042904290429,0.0,0.5,0.058342143662256395,23.307692307692307,13,3,0,2,303,13,0.0429042904290429
1467,climate-model-simulation-crashes_1467.csv,0.037037037037037035,0.0,0.5,0.586636736984395,27.0,20,0,0,2,540,20,
890,cloud_890.csv,0.06481481481481481,0.16666666666666666,0.5,0.2880805404834083,15.428571428571429,7,1,1,2,108,6,6.0
27,colic_27.csv,0.059782608695652176,0.0,0.5,0.18446263857040374,16.727272727272727,22,1,0,2,368,22,0.059782608695652176
897,colleges_aaup_897.csv,0.012919896640826873,0.15384615384615385,0.5,0.2832081423356973,77.4,15,0,2,2,1161,13,6.5
987,collins_987.csv,0.0440,0.1,0.5,0.4808326112068523,22.727272727272727,22,0,2,2,500,20,10.0
41538,conference_attendance_41538_copy.csv,0.024390243902439025,,0.5,0.5288928769850599,41.0,6,2,6,2,246,0,0.0
40669,corral_40669.csv,0.0375,,0.5,0.08838834764831845,26.666666666666668,6,6,6,2,160,0,0.0
796,cpu_796.csv,0.03349282296650718,0.16666666666666666,0.5,0.3484784615416957,29.857142857142858,7,0,1,2,209,6,6.0
31,credit-g_31.csv,0.02,1.8571428571428572,0.5,0.282842712474619,50.0,20,3,13,2,1000,7,0.5384615384615384
1075,datatrieve_1075.csv,0.06153846153846154,0.0,0.5,0.5874425566780549,16.25,8,1,0,2,130,8,
35,dermatology_35.csv,0.09289617486338798,33.0,0.16666666666666666,0.08312479505926303,10.764705882352942,34,1,33,6,366,1,0.030303030303030304
37,diabetes_37.csv,0.010416666666666666,0.0,0.5,0.21360517348343622,96.0,8,0,0,2,768,8,
818,diggle_table_a2_818.csv,0.025806451612903226,0.14285714285714285,0.5,0.04561979233461597,38.75,8,0,1,2,310,7,7.0
45712,doa_bwin_balanced_45712.csv,0.018361581920903956,0.18181818181818182,0.5,0.0,54.46153846153846,13,1,2,2,708,11,5.5
45604,dummy_45604-copy.csv,0.0060,0.0,0.5,0.32102647865869255,166.66666666666666,6,0,0,2,1000,6,
944,echoMonths_944.csv,0.06923076923076923,0.0,0.5,0.010878565864408385,14.444444444444445,9,2,0,2,130,9,0.06923076923076923
1011,ecoli_1011.csv,0.020833333333333332,0.0,0.5,0.10522422339085527,48.0,7,2,0,2,336,7,
1472,energy-efficiency_1472.csv,0.01171875,0.1250,0.02702702702702703,0.02448971766551098,85.33333333333333,9,1,1,37,768,8,8.0
188,eucalyptus_188.csv,0.025815217391304348,0.35714285714285715,0.19999999999999998,0.06526973669230479,38.73684210526316,19,1,5,5,736,14,2.8
1473,fertility_1473.csv,0.09,0.0,0.5,0.5374011537017761,11.11111111111111,9,3,0,2,100,9,
285,flags_285.csv,0.14432989690721648,13.0,0.1250,0.10385396459487134,6.928571428571429,28,13,26,8,194,2,0.07692307692307693
904,fri_c0_1000_50_904.csv,0.05,0.0,0.5,0.014142135623730963,20.0,50,0,0,2,1000,50,
888,fri_c0_500_50_888.csv,0.1,0.0,0.5,0.016970562748477157,10.0,50,0,0,2,500,50,
837,fri_c1_1000_50_837.csv,0.05,0.0,0.5,0.06646803743153548,20.0,50,0,0,2,1000,50,
766,fri_c1_500_50_766.csv,0.1,0.0,0.5,0.033941125496954314,10.0,50,0,0,2,500,50,
866,fri_c2_1000_50_866.csv,0.05,0.0,0.5,0.11596551211459377,20.0,50,0,0,2,1000,50,
920,fri_c2_500_50_920.csv,0.1,0.0,0.5,0.12727922061357855,10.0,50,0,0,2,500,50,
806,fri_c3_1000_50_806.csv,0.05,0.0,0.5,0.07778174593052026,20.0,50,0,0,2,1000,50,
937,fri_c3_500_50_937.csv,0.1,0.0,0.5,0.09050966799187804,10.0,50,0,0,2,500,50,
797,fri_c4_1000_50_797.csv,0.05,0.0,0.5,0.08485281374238575,20.0,50,0,0,2,1000,50,
805,fri_c4_500_50_805.csv,0.1,0.0,0.5,0.039597979746446695,10.0,50,0,0,2,500,50,
714,fruitfly_714.csv,0.0320,1.0,0.5,0.15273506473629425,31.25,4,0,2,2,125,2,1.0
1005,glass_1005.csv,0.04205607476635514,0.0,0.5,0.20486271230638292,23.77777777777778,9,0,0,2,214,9,
1026,grub-damage_1026.csv,0.05161290322580645,3.0,0.5,0.260032816307311,19.3750,8,0,6,2,155,2,0.3333333333333333
329,hayes-roth_329.csv,0.0250,0.0,0.3333333333333333,0.12092309884109542,40.0,4,0,0,3,160,4,
49,heart-c_49.csv,0.0429042904290429,0.0,0.5,0.06300951515523692,23.307692307692307,13,3,0,2,303,13,0.0429042904290429
51,heart-h_51.csv,0.04421768707482993,0.0,0.5,0.1972202586982888,22.615384615384617,13,2,0,2,294,13,0.04421768707482993
1512,heart-long-beach_1512.csv,0.0650,0.0,0.2,0.08951256894984079,15.384615384615385,13,2,0,5,200,13,
53,heart-statlog_53.csv,0.04814814814814815,0.0,0.5,0.07856742013183865,20.76923076923077,13,3,0,2,270,13,
1513,heart-switzerland_1513.csv,0.0975609756097561,0.0,0.2,0.1460702093104111,10.25,12,1,0,5,123,12,
55,hepatitis_55.csv,0.12258064516129032,0.0,0.5,0.41514011024500536,8.157894736842104,19,3,0,2,155,19,0.12258064516129032
41945,ilpd-numeric_41945.csv,0.017152658662092625,0.0,0.5,0.30200615525806235,58.3,10,1,0,2,583,10,
59,ionosphere_59.csv,0.09686609686609686,0.0,0.5,0.19944037418082114,10.323529411764707,34,1,0,2,351,34,
61,iris_61.csv,0.02666666666666667,0.0,0.3333333333333333,0.0,37.5,4,0,0,3,150,4,
1073,jEdit_4.0_4.2_1073.csv,0.029197080291970802,0.0,0.5,0.015484090098975514,34.25,8,0,0,2,274,8,0.029197080291970802
1066,kc1-binary_1066.csv,0.6482758620689655,0.0,0.5,0.12191496227354263,1.5425531914893618,94,2,0,2,145,94,0.6482758620689655
1045,kc1-top5_1045.csv,0.6482758620689655,0.0,0.5,0.6290812053314802,1.5425531914893618,94,2,0,2,145,94,0.6482758620689655
1067,kc1_1067.csv,error,,,,,,,,,,,
1063,kc2_1063.csv,error,,,,,,,,,,,
1065,kc3_1065.csv,0.0851528384279476,0.0,0.5,0.5743312720554491,11.743589743589743,39,0,0,2,458,39,0.0851528384279476
807,kin8nm_807.csv,0.0009765625,0.0,0.5,0.01242961138804478,1024.0,8,0,0,2,8192,8,0.0009765625
1481,kr-vs-k_1481.csv,0.000213857998289136,0.0,0.05555555555555555,0.05357692658225767,4676.0,6,0,0,18,28056,6,0.000213857998289136
184,kropt_184.csv,0.000213857998289136,0.0,0.05555555555555555,0.05357692658225766,4676.0,6,0,0,18,28056,6,0.000213857998289136
1056,mc1_1056.csv,0.004014367208958377,0.0,0.5,0.6969476303053548,249.10526315789474,38,4,0,2,9466,38,
1054,mc2_1054.csv,0.2422360248447205,0.0,0.5,0.25034215234554785,4.128205128205129,39,0,0,2,161,39,
1488,parkinsons_1488.csv,0.11282051282051282,0.0,0.5,0.358992673525478,8.863636363636363,22,0,0,2,195,22,
750,pm10_750.csv,0.0140,0.0,0.5,0.01131370849898477,71.42857142857143,7,0,0,2,500,7,
722,pol_722.csv,0.0032,0.0,0.5,0.2318367433250294,312.5,48,0,0,2,15000,48,
871,pollen_871.csv,0.0012993762993762994,0.0,0.5,0.0,769.6,5,0,0,2,3848,5,
1003,primary-tumor_1003.csv,0.05014749262536873,0.0,0.5,0.35668218166047083,19.941176470588236,17,11,0,2,339,17,0.05014749262536873
446,prnn_crabs_446.csv,0.0350,0.16666666666666666,0.5,0.0,28.571428571428573,7,1,1,2,200,6,6.0
952,prnn_fglass_952.csv,0.04205607476635514,0.0,0.16666666666666666,0.13898760091092968,23.77777777777778,9,0,0,6,214,9,
470,profb_470.csv,0.013392857142857142,0.0,0.5,0.23570226039551584,74.66666666666667,9,1,0,2,672,9,0.013392857142857142
752,puma32H_752.csv,0.00390625,0.0,0.5,0.005524271728019903,256.0,32,0,0,2,8192,32,
816,puma8NH_816.csv,0.0009765625,0.0,0.5,0.003107402847011195,1024.0,8,0,0,2,8192,8,
721,pwLinear_721.csv,0.05,0.0,0.5,0.021213203435596444,20.0,10,1,0,2,200,10,
1495,qualitative-bankruptcy_1495.csv,0.0240,,0.5,0.10182337649086282,41.666666666666664,6,0,6,2,250,0,0.0
42172,regime_alimentaire_42172.csv,0.09405940594059406,0.0,0.5,0.42006343436824606,10.631578947368421,19,1,0,2,202,19,0.09405940594059406
42665,ricci_vs_destefano_42665.csv,error,,,,,,,,,,,
717,rmftsa_ladata_717.csv,0.01968503937007874,0.0,0.5,0.08908431888964377,50.8,10,0,0,2,508,10,
1519,robot-failures-lp4_1519.csv,0.7692307692307693,0.0,0.3333333333333333,0.2445997952351143,1.3,90,0,0,3,117,90,
1520,robot-failures-lp5_1520.csv,0.5487804878048781,0.0,0.2,0.07206997227849943,1.8222222222222222,90,0,0,5,164,90,
1498,sa-heart_1498.csv,0.01948051948051948,0.1250,0.5,0.21733585049456655,51.333333333333336,9,1,1,2,462,8,8.0
182,satimage_182.csv,0.005598755832037325,0.0,0.16666666666666666,0.06781240913522704,178.61111111111111,36,0,0,6,6430,36,
466,schizo_466.csv,0.041176470588235294,0.16666666666666666,0.5,0.029116161578269618,24.285714285714285,14,1,2,2,340,12,6.0
1499,seeds_1499.csv,0.03333333333333333,0.0,0.3333333333333333,0.0,30.0,7,0,0,3,210,7,
36,segment_36.csv,0.008225108225108226,0.0,0.14285714285714282,2.997944808332385e-17,121.57894736842105,19,0,0,7,2310,19,
1500,seismic-bumps_1500.csv,0.03333333333333333,0.0,0.3333333333333333,0.0,30.0,7,0,0,3,210,7,
826,sensory_826.csv,0.019097222222222224,,0.5,0.12030636207687784,52.36363636363637,11,4,11,2,576,0,0.0
747,servo_747.csv,0.023952095808383235,,0.5,0.38530968316153186,41.75,4,0,4,2,167,0,0.0
38,sick_38.csv,error,,,,,,,,,,,
902,sleuth_case2002_902.csv,0.04081632653061224,2.0,0.5,0.04329225190938047,24.5,6,4,4,2,147,2,0.5
934,socmob_934.csv,0.004325259515570935,0.0,0.5,0.3939245390001182,231.2,5,2,0,2,1156,5,0.004325259515570935
40667,solar-flare_40687.csv,error,,,,,,,,,,,
40,sonar_40.csv,0.28846153846153844,0.0,0.5,0.047593725656786844,3.466666666666667,60,0,0,2,208,60,
42,soybean_42.csv,0.05124450951683748,0.0,0.05263157894736842,0.04423584687202481,19.514285714285716,35,1,0,19,683,35,0.05124450951683748
737,space_ga_737.csv,0.0019311232700354038,0.0,0.5,0.005689626498121548,517.8333333333334,6,0,0,2,3107,6,
44,spambase_44.csv,0.01238861117148446,0.0,0.5,0.14984331920384353,80.71929824561404,57,0,0,2,4601,57,
46,splice_46.csv,0.018808777429467086,,0.3333333333333333,0.16062652283904474,53.166666666666664,60,0,60,3,3190,0,0.0
40982,steel-plates-fault_40982.csv,0.013910355486862442,0.0,0.14285714285714285,0.11490875828592285,71.88888888888889,27,2,0,7,1941,27,
841,stock_841.csv,0.009473684210526316,0.0,0.5,0.019352396116684434,105.55555555555556,9,0,0,2,950,9,
770,strikes_770.csv,0.0096,0.0,0.5,0.005656854249492385,104.16666666666667,6,0,0,2,625,6,
43097,students_scores_43097.csv,error,,,,,,,,,,,
41146,sylvine_41146.csv,0.0039032006245121,0.0,0.5,0.0,256.2,20,0,0,2,5124,20,
1004,synthetic_control_1004.csv,0.1,0.0,0.5,0.47140452079103173,10.0,60,0,0,2,600,60,
48,tae_48.csv,0.033112582781456956,0.6666666666666666,0.3333333333333333,0.01011606113676785,30.2,5,2,2,3,151,3,1.5
1115,teachingAssistant_1115.csv,0.039735099337748346,2.0,0.3333333333333333,0.01011606113676785,25.166666666666668,6,2,4,3,151,2,0.5
41526,test_dataset_41526.csv,0.0038592654531420852,0.0,0.5,0.017419559863282152,259.1166666666667,60,0,0,2,15547,60,
4329,thoracic_surgery_4329.csv,0.03404255319148936,4.333333333333333,0.5,0.49647922934374616,29.3750,16,10,13,2,470,3,0.23076923076923078
40690,threeOf9_40690.csv,0.017578125,,0.5,0.04971844555217912,56.888888888888886,9,9,9,2,512,0,0.0
40705,tokyo1_40705.csv,0.045881126173096975,0.047619047619047616,0.5,0.19686914554411697,21.795454545454547,44,1,2,2,959,42,21.0
788,triazines_788.csv,0.3225806451612903,0.0,0.5,0.12165277955897592,3.1,60,16,0,2,186,60,
1507,twonorm_1507.csv,0.002702702702702703,0.0,0.5,0.0005733298225837206,370.0,20,0,0,2,7400,20,
1508,user-knowledge_1508.csv,0.01240694789081886,0.0,0.2,0.12833366911866967,80.6,5,0,0,5,403,5,
1047,usp05_1047.csv,0.07881773399014778,4.333333333333333,0.0909090909090909,0.16637362952768747,12.6875,16,0,13,11,203,3,0.23076923076923078
54,vehicle_54.csv,0.02127659574468085,0.0,0.25,0.010327298992971743,47.0,18,0,0,4,846,18,
44153,vehicle_reproduced_44153.csv,0.02127659574468085,0.0,0.25,0.010327298992971743,47.0,18,0,0,4,846,18,
719,veteran_719.csv,0.051094890510948905,1.3333333333333333,0.5,0.2632295316825834,19.571428571428573,7,3,4,2,137,3,0.75
925,visualizing_galaxy_925.csv,0.01238390092879257,0.0,0.5,0.059107997188968385,80.75,4,0,0,2,323,4,
923,visualizing_soil_923.csv,0.0004629093854877908,0.3333333333333333,0.5,0.07078432655090423,2160.25,4,1,1,2,8641,3,3.0
56,vote_56.csv,0.0367816091954023,0.0,0.5,0.16092775020107633,27.1875,16,0,0,2,435,16,0.0367816091954023
1016,vowel_1016.csv,0.012121212121212121,0.2,0.5,0.5785419118799024,82.5,12,1,2,2,990,10,5.0
1497,wall-robot-navigation_1497.csv,0.004398826979472141,0.0,0.25,0.17086824003104314,227.33333333333334,24,0,0,4,5456,24,
940,water-treatment_940.csv,0.0683111954459203,0.0,0.5,0.4924254054942371,14.63888888888889,36,0,0,2,527,36,0.0683111954459203
60,waveform-5000_60.csv,0.0080,0.0,0.3333333333333333,0.004392417709341083,125.0,40,0,0,3,5000,40,
1510,wdbc_1510.csv,0.05272407732864675,0.0,0.5,0.18019417095263515,18.966666666666665,30,0,0,2,569,30,
1511,wholesale-customers_1511.csv,0.01818181818181818,0.14285714285714285,0.5,0.2507014951479577,55.0,8,0,1,2,440,7,7.0
40983,wilt_40983.csv,0.0010332713370531101,0.0,0.5,0.6308286783183149,967.8,5,0,0,2,4839,5,
847,wind_847.csv,0.0021296014602981443,0.0,0.5,0.04603615794764865,469.57142857142856,14,0,0,2,6574,14,
187,wine_187.csv,0.07303370786516854,0.0,0.3333333333333333,0.06462709335856702,13.692307692307692,13,0,0,3,178,13,
753,wisconsin_753.csv,0.16494845360824742,0.0,0.5,0.051028324415524025,6.0625,32,0,0,2,194,32,
40693,xd6_40693.csv,0.009249743062692703,,0.5,0.2390936598256671,108.11111111111111,9,9,9,2,973,0,0.0
181,yeast_181.csv,0.005390835579514825,0.0,0.1,0.11701212941368597,185.5,8,1,0,10,1484,8,
62,zoo_62.csv,0.15841584158415842,15.0,0.14285714285714285,0.12767506756884595,6.3125,16,15,15,7,101,1,0.06666666666666667
