c-1,c0,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1.mean,t1.sd,t2,t3,t4
45557,Mammographic-Mass-Data-Set_45557.csv,0.9960589654112921,0.010857648708433087,200000001.0,1.0010416666666666,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.004162330905306972,,
1449,MeanWhile1_1449.csv,0.4899405783929423,0.7644242833703311,0.8732402379888474,0.8957902001380262,0.9404502656812502,0.046137604505847966,0.2060066141219583,,1.7926708761995682e-06,,0.7628458498023716,,0.0,,0.9591122358532341,0.04785196492950401,0.07227871692365373,,0.08695652173913049,,0.09881422924901184,,0.9592869752691028,0.2490118577075099,0.4041535963407004,0.12511539988724737,0.1857707509881423,0.38969246474317204,0.11462450592885376,0.3191997019336588,0.05555555555555555,0.21893292961638827,0.14624505928853754,0.003952569169960474,0.02702702702702703
1442,MegaWatt1_1442.csv,0.4899405783929423,0.7644242833703311,0.8732402379888474,0.8957902001380262,0.9404502656812502,0.046137604505847966,0.2060066141219583,,1.7926708761995682e-06,,0.7628458498023716,,0.0,,0.9591122358532341,0.04785196492950401,0.07218267189040084,,0.09090909090909094,,0.08695652173913049,,0.9592869752691028,0.2490118577075099,0.4041535963407004,0.12511539988724737,0.1857707509881423,0.38969246474317204,0.11462450592885376,0.3191997019336589,0.05555555555555555,0.21893292961638827,0.14624505928853754,0.003952569169960474,0.02702702702702703
1450,MindCave2_1450.csv,0.9358415530325216,0.16111568788984332,0.8783024503602094,0.9180645161290323,0.9125867627550636,0.04678750315628724,0.22888849680547724,,1.9541948543730757e-09,,0.8480,,0.0,,0.9475449629159247,0.0727378542994844,0.0977293294430217,,0.16800000000000004,,0.19199999999999995,,0.971904,0.5040,0.43056249661468554,0.1333445938311315,0.3040,0.4618336524990846,0.3040,0.46183365249908453,0.1,0.28535202430993506,0.3120,0.0080,0.02564102564102564
4534,PhishingWebsites_4534.csv,0.9906239227414301,0.025607516160222943,0.6594074803947373,0.9989678889792039,0.9631104860530102,0.09081561227297204,0.13803695773377977,,0.0,,0.8674807779285392,,0.8674807779285392,,0.9985992789891734,0.009407592317092593,0.08131685374947395,,0.09326096788783356,,0.06277702397105378,,0.9979275204095471,0.16463138851198553,,,0.04206241519674356,0.20074066241208052,0.13242876526458616,0.3389716522709542,0.0023529411764705876,0.04556923940552655,0.0027137042062415195,0.0018091361374943465,0.6666666666666666
1451,PieChart1_1451.csv,0.42476250104906466,0.8122435519061696,0.975300077434651,0.7373186653771759,0.9576974285123516,0.0353170689300923,0.208649692957712,,1.3762867869307279e-10,,0.6283687943262412,,0.19290780141843972,,0.9708459925193096,0.023859821231320865,0.0611152421764205,,0.075177304964539,,0.11914893617021272,,0.9615753734721594,0.1574468085106383,0.32404906369886916,0.14608336895723772,0.10354609929078014,0.3048871222565155,0.10070921985815603,0.3011569674106629,1.0,,0.0524822695035461,0.0014184397163120568,0.02702702702702703
1452,PieChart2_1452.csv,0.1496523493705478,0.9561253872036141,0.9845778719277783,0.5091073103846431,0.9896338148820912,0.005751044009329203,0.10857391379772717,,5.029197070949894e-16,,0.35838926174496644,,0.0,,0.9678794926835609,0.017634406749713415,0.019270828155343533,,0.018791946308724827,,0.02684563758389258,,0.890249988739246,0.06174496644295302,0.2505715935168783,0.1396496996603383,0.042953020134228186,0.2028874342140702,0.02953020134228188,0.1694009669237973,1.0,,0.04832214765100671,0.0013422818791946308,0.027777777777777776
1453,PieChart3_1453.csv,0.541933067099493,0.7214256976096913,0.9791987238799851,0.7790882701155972,0.9848085419315664,0.025703392981832777,0.28359075476155327,,8.918047656788478e-21,,0.7715877437325905,,0.5441039925719592,,0.977287874790252,0.020323582174535875,0.10579809037529586,,0.12349117920148556,,0.12999071494893222,,0.9777598456457248,0.23676880222841226,0.3564273455051206,0.14432730465690347,0.15041782729805014,0.3576465722067808,0.1467038068709378,0.3539747729475418,0.5,0.7057936766718093,0.034354688950789226,0.0009285051067780873,0.02702702702702703
1443,PizzaCutter1_1443.csv,0.3974707552319077,0.8304642852362916,0.9679971631391996,0.7268968046577728,0.9503167866553334,0.038833361965892065,0.18365554387953995,,1.2290104958386693e-12,,0.6111951588502269,,0.14826021180030258,,0.969846782922584,0.02458774927226941,0.05624462863620738,,0.06656580937972767,,0.07866868381240544,,0.9571455709384534,0.15128593040847202,0.31905532679581755,0.1437038627922705,0.09228441754916793,0.2896462066810096,0.08623298033282904,0.28092034922308373,1.0,,0.05597579425113464,0.0015128593040847202,0.02702702702702703
1444,PizzaCutter3_1444.csv,0.5344106667605463,0.7279372299560913,0.9769441660709921,0.7726236329206868,0.9843941090939413,0.027083958804757283,0.2896458711917705,,1.715561574748347e-20,,0.7641418983700863,,0.5378715244487057,,0.9767729906000742,0.020486121743287507,0.10529009612241935,,0.12080536912751683,,0.12655800575263665,,0.9770538006653497,0.2339405560882071,0.3570090573304876,0.1425046144529979,0.14669223394055608,0.3539685730097998,0.1457334611697028,0.35300806880748653,0.1250,0.3504543295725627,0.03547459252157239,0.0009587727708533077,0.02702702702702703
1100,PopularKids_1100.csv,0.9245155026558803,0.12771449490965736,0.7883077644527783,0.9978333903493768,0.9749724941479755,0.023664946565054343,0.5838969301395855,0.1012224485762779,0.6388888888888888,0.1272937693043289,1.5607071598766051,0.43295671363904364,0.9929636629290948,0.005268202395505364,0.9949857648679419,0.045510886554580736,0.21814116858360802,0.04516713939503311,0.3068358888130065,0.05031729581654252,0.28663386861098633,0.06909362038414718,0.9963673605153971,0.6820083682008368,,,0.5355648535564853,0.4992560450415854,0.502092050209205,0.5005194533334143,0.00478468899521531,0.025357615200104894,0.02092050209205021,0.012552301255230125,0.6
45558,Pulsar-Dataset-HTRU2_45558.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,SPECT_336.csv,0.7337524087989602,0.5138526965331776,0.9322204389878224,0.9941708203092,0.9494484765644661,0.0263838235393197,0.29592398735387154,,0.0,,0.8576779026217228,,0.7902621722846442,,0.9962546816479401,0.06119900613621046,0.10455852358138029,,0.1235955056179775,,0.09363295880149813,,0.9741755390032123,0.36704119850187267,,,0.27715355805243447,0.4484335170216657,0.17228464419475656,0.37833681520671025,0.03571428571428571,0.16916387462397997,0.08239700374531835,0.06741573033707865,0.8181818181818182
40900,Satellite_40900.csv,0.1105808447698871,0.9701559020044543,0.9835007367072661,0.8783277766882396,0.9672390675361116,0.03140113511503812,0.014778633869915144,,4.025621342639714e-06,,0.5447058823529412,,0.266078431372549,,0.9909405334196127,0.010678335771936975,0.003199033980767596,,0.004117647058823559,,0.018039215686274535,,0.8318374086889657,0.013137254901960785,0.26257498398671886,0.07149248904480689,0.006274509803921568,0.07897064737575211,0.007058823529411765,0.08372795902424351,0.016393442622950827,0.1257667259503026,0.007058823529411765,0.001176470588235294,0.16666666666666666
41946,Sick_numeric_41946.csv,0.33235055553211046,0.8700812783184808,0.8795658779745896,0.976869439235017,,,0.1773031561338899,,,,0.9247083775185578,,0.8382820784729587,,0.9936926293039902,0.015012933578460915,0.03290047622273273,,0.04056203605514319,,0.11055143160127257,,0.9790327990247951,0.09968186638388123,0.2600565282742594,0.14461196338476623,0.05885471898197243,0.23538379228424924,0.059915164369035,0.23736106229446222,0.012195121951219513,0.10764604093264431,0.0076882290562036056,0.0010604453870625664,0.13793103448275862
4153,Smartphone-Based_Recognition_of_Human_Activities_4153.csv,1.0,0.0,0.8693608518120617,0.9090006207324643,0.26210993614380423,0.27088994628980273,0.0003102052975351401,0.0007679694522469642,4.1241805596135774e-14,1.59728825107306e-13,0.05999999999999999,0.161441915447916,0.0,0.0,0.9708012283203459,0.0687696223630371,0.0,0.0,0.0,0.0,0.0,0.0,0.939320987654321,0.17222222222222222,0.399893503581851,0.07942950023687176,0.06111111111111111,0.24020217017632825,0.027777777777777776,0.1647939480486765,0.041666666666666664,0.17690759253434066,0.36666666666666664,0.016666666666666666,0.045454545454545456
183,abalone_183.csv,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,acute-inflammations_1455.csv,0.9798687566511527,0.05405405405405406,0.8411612503277711,0.8908963585434173,0.7203622262937176,0.2444659693744144,0.020059121462303705,,0.0,,0.5,,0.0,,0.9632028744188152,0.08389251756357946,0.0,,0.0,,0.008333333333333304,,0.6847222222222222,0.016666666666666666,0.010105748291226862,0.009300481614687817,0.0,0.0,0.041666666666666664,0.20066416332413978,0.0101010101010101,0.003997009807926275,0.05,0.03333333333333333,0.6666666666666666
46279,algerian_forest_fires_46279.csv,0.9882282914687799,0.03202799533411094,0.6845091650769313,0.9797299595279393,,,0.09103960794834494,,,,0.04526748971193416,,0.0,,0.9811237143992846,0.06143651092245439,0.004017528341043963,,0.012345679012345734,,0.008230452674897082,,0.9311419329709225,0.19753086419753085,0.33622163028619473,0.11573740933521645,0.10699588477366255,0.3097460102924424,0.037037037037037035,0.18924236358783028,0.016393442622950817,0.04911617484330108,0.053497942386831275,0.012345679012345678,0.23076923076923078
458,analcatdata_authorship_458.csv,0.8937080246130829,0.09729227392955708,1.0,1.0,0.7514616171037936,0.1378370402918357,0.011447038796278253,0.006145561859310324,2.8227912986977255e-13,5.746606543736055e-13,0.5509909993014181,0.2220566792202512,0.0,0.0,0.9988109393579072,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.9320213606756014,0.014268727705112961,0.4391946400890664,0.02459989832984503,0.0035671819262782403,0.05965474529304084,0.0,0.0,0.006451612903225809,0.06551824728027515,0.08323424494649227,0.039239001189060645,0.4714285714285714
452,analcatdata_broadwaymult_452.csv,0.8817066162513727,0.14167097890119396,200000001.0,1.0035211267605635,,,,,,,1.7750604032541513,1.9189612331047061,0.26363446825020526,0.31412447021794737,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.02456140350877193,,
461,analcatdata_creditscore_461.csv,0.8414646362081756,0.349290194783757,0.8336436995344253,0.8765656565656565,0.9320510367275728,0.07985581226185057,0.2650640374066408,,0.0,,0.28,,0.0,,0.9381263532186698,0.07895563153755476,0.034119782387091235,,0.06999999999999995,,0.050000000000000044,,0.9339,0.36,0.39121610657612654,0.14281561020771827,0.21,0.40936018074033237,0.13,0.33799766898963113,0.03333333333333333,0.08945556914231058,0.06,0.01,0.16666666666666666
1014,analcatdata_dmft_1014.csv,0.7107483185701137,0.5437298969024895,0.9393918593073923,0.9703158200034048,0.9980652451733201,0.0022573671775430893,0.9432513446784268,,1.0,,1.0,,1.0,,0.9872458112201139,0.03306671615303864,0.16281512605044135,,0.19447929736511915,,0.19447929736511915,,0.9971647127166019,0.4015056461731493,,,0.2396486825595985,0.4271371062981765,0.21580928481806774,0.411640917535005,0.007042253521126761,0.011442963011320993,0.005018820577164366,0.0037641154328732747,0.75
984,analcatdata_draft_984.csv,0.4278385440590877,0.81012613252798,200000001.0,1.0027397260273974,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.01092896174863388,,
1025,analcatdata_germangss_1025.csv,0.7691928290130138,0.46449136276391556,0.7263571429723634,0.990764411027569,0.9807240143369175,0.013369803813544431,0.6216261099950032,,1.0,,1.0,,1.0,,0.9842372852999884,0.04750978609426532,0.18367346938777762,,0.22499999999999998,,0.22499999999999998,,0.985175,0.2750,0.43397246945904144,0.07214441962691706,0.1450,0.3525417908358019,0.1725,0.3782875939802923,0.0030959752321981426,0.004313608672072858,0.0125,0.01,0.8
852,analcatdata_gsssexsurvey_852.csv,0.7603971182966424,0.477139931329438,200000001.0,1.0063291139240507,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.05660377358490566,,
966,analcatdata_halloffame_966.csv,0.44733604448548564,0.7963937393169555,200000001.0,1.0007468259895445,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.011940298507462687,,
450,analcatdata_lawsuit_450.csv,0.37323155189232515,0.8458251912694996,0.8936078421940354,0.8870549602488766,0.878499254321667,0.09427045173256143,0.1380152574771412,,0.10036954466388553,,0.26515151515151514,,0.07954545454545454,,0.9591282690744506,0.04610239988406471,0.0059431702326673275,,0.022727272727272707,,0.011363636363636354,,0.6693784435261708,0.056818181818181816,0.14362309006724908,0.1439135549412317,0.041666666666666664,0.2002058509709223,0.003787878787878788,0.06154574548966637,0.020833333333333332,0.058358134009677994,0.015151515151515152,0.011363636363636364,0.75
986,analcatdata_marketing_986.csv,0.8999049782658519,0.23869406854013242,200000001.0,1.002754820936639,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.08791208791208792,,
1008,analcatdata_reviewer_1008.csv,0.9858472054350103,0.038361215431888085,200000001.0,1.0026455026455026,,,,,,,0.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,1.0,,0.018469656992084433,,
728,analcatdata_supreme_728.csv,0.794432350758128,0.42663425903477414,0.9867053902131693,0.9251264053602842,0.9252648177753772,0.18523046203581742,0.15412135640519145,,0.44155844155844154,,0.5419545903257651,,0.5412142152023692,,0.9930252954478873,0.0140781432324699,0.024960158303048763,,0.008884501480750262,,0.00518262586377094,,0.9437789974166049,0.07329713721618954,,,0.014807502467917079,0.12079669483913656,0.009871668311944718,0.09887684900021271,0.006849315068493152,0.024390705474700222,0.0017275419545903258,0.00024679170779861795,0.14285714285714285
748,analcatdata_wildcat_748.csv,0.8665718875829345,0.3039259495691031,0.9385648326806996,0.8932060895251079,0.8730403810423131,0.07337995375974335,0.332576554601245,,0.49167786060294505,,0.8282208588957055,,0.803680981595092,,0.9635528512921578,0.06954311533338561,0.15034636449868222,,0.2024539877300614,,0.17791411042944782,,0.9254017840340246,0.4049079754601227,0.2960316129491149,0.2734003366967186,0.25766871165644173,0.43869837011427626,0.25766871165644173,0.4386983701142762,0.02040816326530612,0.038687369736915306,0.03067484662576687,0.006134969325153374,0.2
45613,appendicitis_test_edsa_45613.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,ar1_1059.csv,0.3820609539404418,0.8403168316831683,0.8122935323868702,0.8790633608815427,0.9549051330569576,0.0339843322508009,0.12918712537744365,,0.0,,0.49586776859504134,,0.01652892561983471,,0.9393518762400207,0.06800357926926247,0.04287804652585392,,0.04958677685950408,,0.06611570247933884,,0.8303394576873164,0.17355371900826447,0.2579354619085928,0.23302908675858697,0.09917355371900827,0.30013770944034873,0.11570247933884298,0.321197827011851,0.045454545454545456,0.15820616515832844,0.2396694214876033,0.008264462809917356,0.034482758620689655
1061,ar4_1061.csv,0.6949749673676273,0.5633078177939516,0.8928589285227352,0.7832833715394111,0.8502892592526536,0.09040237336025682,0.13941580343656826,,3.764015249392124e-08,,0.5607476635514018,,0.0,,0.927726211958496,0.06450723618529208,0.09169926348131996,,0.10280373831775702,,0.11214953271028039,,0.9364136605817102,0.3364485981308411,0.4156663520595123,0.13574676143246178,0.2336448598130841,0.42514013787989563,0.14953271028037382,0.3582909726601479,0.14285714285714285,0.3532378252422684,0.27102803738317754,0.009345794392523364,0.034482758620689655
1064,ar6_1064.csv,0.6061112071230007,0.6614617504264533,0.8054109464087948,0.9003960396039604,0.935607850488413,0.053056293692878675,0.1249208309634563,,1.964511907787316e-16,,0.7821782178217822,,0.0,,0.936690739205673,0.07714827848145824,0.07443358332431294,,0.07920792079207917,,0.07920792079207917,,0.9415743554553475,0.26732673267326734,0.34362902627110214,0.1923270714061081,0.15841584158415842,0.3669515844720318,0.15841584158415842,0.36695158447203174,1.0,,0.2871287128712871,0.019801980198019802,0.06896551724137931
949,arsenic-female-bladder_949.csv,0.5923330028993273,0.6750352992058208,0.9761127180926239,0.8819769044825309,0.9709703043697534,0.03577682700234291,0.40088779675249775,,0.6520199227900382,,0.9230769230769231,,0.9194991055456172,,0.9674552501100386,0.027038043797652806,0.11988470870594226,,0.13416815742397137,,0.14490161001788904,,0.952288299128587,0.2826475849731664,0.29354499600706274,0.21211183069505063,0.2003577817531306,0.4006265890795416,0.19141323792486584,0.39376589924557037,0.0080,0.01826820842379977,0.007155635062611807,0.0017889087656529517,0.25
950,arsenic-female-lung_950.csv,0.21401923999367883,0.9297166402361959,0.9702152350433921,0.8564320567321317,0.8752376815529254,0.22377924446785197,0.03383878125330848,,0.0008260156126042382,,0.7441860465116279,,0.29338103756708406,,0.9654933138398522,0.02447997986531197,0.010698332611336459,,0.012522361359570633,,0.007155635062611854,,0.8035880581539357,0.03577817531305903,0.11525213696800003,0.11032076196798692,0.016100178890876567,0.12597361610024915,0.023255813953488372,0.15084988870473373,0.005405405405405407,0.019030035556105118,0.007155635062611807,0.0017889087656529517,0.25
947,arsenic-male-bladder_947.csv,0.2555855667489857,0.9104605632476874,0.9684435682438368,0.8592276274196754,0.8987774805939777,0.16935482376680114,0.06367819537583887,,0.0009008598628730706,,0.9338103756708408,,0.4186046511627907,,0.9652685224267222,0.024159415903649905,0.019934488121936544,,0.02146690518783545,,0.01610017889087656,,0.9007875678841274,0.0626118067978533,0.16863069193084723,0.14557583315805736,0.04830053667262969,0.21459257683333208,0.025044722719141325,0.15640090637847084,0.007936507936507936,0.02952815620853338,0.007155635062611807,0.0017889087656529517,0.25
951,arsenic-male-lung_951.csv,0.15935006268563445,0.9524079320113314,0.9673739909338537,0.8539442552945928,0.8072503958984322,0.31826804175013396,0.010780905676919894,,0.0,,0.0,,0.0,,0.9650611960636163,0.023858059530225715,0.0005717923241338463,,0.0017889087656529634,,0.0,,0.413026712024091,0.007155635062611807,0.054420062338929986,0.06020768502603879,0.0035778175313059034,0.05976123887546847,0.0017889087656529517,0.04229549344378135,0.034482758620689655,0.13154423428558104,0.007155635062611807,0.0017889087656529517,0.25
756,autoPrice_756.csv,0.9244571409964927,0.18657198192382185,0.632719543543371,0.9580447416606958,0.684799310378077,0.25345059108177104,0.058231849090655714,,2.473502455335197e-07,,0.27044025157232704,,0.0,,0.9634855929715394,0.07062133801946582,0.0028724201762209134,,0.012578616352201255,,0.0,,0.8166211779597325,0.08176100628930817,0.1934746883609864,0.18204969268279658,0.0440251572327044,0.20579921238625828,0.012578616352201259,0.11179894836849429,0.027777777777777776,0.08669701903243696,0.09433962264150944,0.012578616352201259,0.13333333333333333
1547,autoUniv-au1-1000_1547.csv,0.8252336065126468,0.3770501913457823,0.99400000003,0.999993993993994,0.9948553915398619,0.007523215423264537,0.6441892626108853,,1.0,,1.0,,1.0,,0.9990,0.03162277660168379,0.20571882446384926,,0.2590,,0.2590,,0.997448,0.4850,0.4736619491663631,0.07005709383593672,0.3160,0.46514552600273423,0.1950,0.39639895576569334,0.0029498525073746312,0.035846159932841404,0.02,0.0180,0.9
1555,autoUniv-au6-1000_1555.csv,0.9738675539122701,0.02303453947514944,1.0,1.0,0.9922178087115061,0.005432660486779585,0.5276925286451027,0.08225092174456682,0.5145861270042017,0.05557953811284754,3.935948352817347,0.7551190281205686,0.45798288303973667,0.18359623323302743,0.9990,0.03162277660168379,0.1920034202126537,0.012619036235309905,0.2857958243867869,0.028338242571021334,0.2785871858419408,0.03095632317574217,0.998829,0.9190,0.5220681719366979,0.021273263004686554,0.86,0.3471606552023436,0.0850,0.27902124086322333,0.0027777777777777783,0.03288768013705552,0.04,0.0020,0.05
1551,autoUniv-au6-400_1551.csv,0.9229902096616575,0.06274813216412478,1.0,1.0,0.9805676333464604,0.010912494202964649,0.20426470267256963,0.08864471913506689,0.08305625052137518,0.05332106031993568,3.6493467255718675,1.3093991789271329,0.0,0.0,0.9975,0.05,0.09070511564492037,0.0634241609405109,0.07691525945994317,0.06361035564629403,0.15822715859701636,0.050298329218555586,0.99693125,0.9025,0.5212003804050022,0.02348711146309126,0.8250,0.38044295512634113,0.0350,0.1840099158274005,0.008474576271186437,0.06490051056183178,0.1,0.0050,0.05
1549,autoUniv-au6-750_1549.csv,0.964551127746318,0.027427588317061824,1.0,1.0,0.9906246072175898,0.005223314122191331,0.47126019954703935,0.05675045334394743,0.3404023794670667,0.12293136790220201,3.94932042576709,0.9717253555530333,0.15471659723559728,0.2072253805104469,0.9986666666666667,0.03651483716701107,0.1878035097064909,0.012645955235803651,0.25220554841437604,0.028749632394222697,0.2550507678664265,0.04059270098526418,0.998384,0.8973333333333333,0.5213080414029646,0.022356902734105084,0.8386666666666667,0.3680835995675208,0.08666666666666667,0.2815337230336047,0.004098360655737703,0.04319110749736359,0.05333333333333334,0.0026666666666666666,0.05
1552,autoUniv-au7-1100_1552.csv,0.9822265899807243,0.01827030390490403,0.958787878989899,0.9999602944825875,0.9753985731933755,0.02717138365511079,0.5733875264542252,0.1451363282494171,0.9655206793960878,0.020035029185075676,2.4971908975198662,0.38243653895576124,0.9703667901128661,0.009800820122855821,0.9990909090909091,0.03015113445777636,0.2041514310569228,0.0406520240233557,0.32417587037264306,0.05370706581476442,0.29711508353880556,0.07921730539465668,0.9986735537190082,0.8409090909090909,0.5348494151471732,0.0872545364818817,0.6981818181818182,0.4592556025736935,0.5463636363636364,0.49807222046812794,0.0012987012987012987,0.0020066015961536267,0.01090909090909091,0.0009090909090909091,0.08333333333333333
1554,autoUniv-au7-500_1554.csv,0.9251686937663535,0.08529536443742491,0.9800000001,0.9999599198396794,0.9822866889635292,0.019237106873284525,0.613438481309019,0.09482651655128004,0.9107266196992173,0.027257494466096044,2.6491132567335502,0.8719183599617815,0.9204584143185146,0.02300854555905283,0.9980,0.044721359549995794,0.19733480615724597,0.030768883702531682,0.2943330499486275,0.047804212845274335,0.2689313374038596,0.05767021095663933,0.996788,0.7920,0.5279252089191285,0.09040135820811623,0.6480,0.4780722813680216,0.4720,0.4997153498360075,0.00303951367781155,0.01645248946265784,0.0240,0.0020,0.08333333333333333
1553,autoUniv-au7-700_1553.csv,0.9983933532467404,0.002556927229726891,0.9492857145069444,0.9998937257306356,0.9865985470580868,0.024493778178495948,0.7261621230559722,0.15861920846543803,0.8671460356660581,0.07971342787377589,1.3221955322173187,0.08822682754948867,0.8896689286667501,0.09538949845361291,0.9971951593829174,0.03771918316714665,0.19004251280071346,0.018493766648437143,0.37116229207732476,0.0543861304732149,0.341731374411113,0.04790675169961686,0.9976326530612245,0.7957142857142857,0.5216735463705784,0.085172704722927,0.6171428571428571,0.4864314682130812,0.45571428571428574,0.49839103477474206,0.0022371364653243847,0.014470268988437791,0.017142857142857144,0.0014285714285714286,0.08333333333333333
463,backache_463.csv,0.5813214987637029,0.6855983772819473,0.943280909959211,0.9745499689633768,0.9825895093535317,0.025068863600448205,0.19723772928855213,,0.0,,0.9277777777777778,,0.7055555555555556,,0.9674903702497448,0.06725928796031606,0.0880463089803567,,0.08333333333333337,,0.1166666666666667,,0.8829012345679013,0.3,0.39106199433848404,0.14500595816740877,0.22777777777777777,0.4205683246566857,0.1,0.300836821709194,0.030303030303030304,0.14216341903048657,0.17222222222222222,0.022222222222222223,0.12903225806451613
